,Is safe from accidents,Has comftarble seating,Gives me the ability to work read and sleep,Is relaxing,Is mostly on time,Can interact with tohers,Is clean,Is good for the environment,Is a good value for the money,Is convienent to use,Overall Rating
7306,6,6,9,7,2,2,8,1,7,9,2
7307,2,3,2,2,10,4,7,3,2,6,2
7308,7,4,6,10,5,9,1,4,4,4,9
7309,8,6,4,6,8,3,4,9,4,3,8
7310,2,7,4,2,1,8,9,7,7,3,5
7311,2,9,3,2,7,5,9,8,3,4,9
7312,7,1,9,2,3,10,6,10,3,9,6
7313,8,9,5,9,7,5,4,7,2,9,5
7314,3,1,6,8,2,1,1,5,8,8,6
7315,7,6,10,2,6,5,10,9,9,9,1
7316,8,7,6,9,10,1,8,5,8,1,9
7317,4,5,6,9,9,1,3,7,2,1,1
7318,2,5,9,4,7,4,1,9,6,10,6
7319,3,5,1,5,8,8,5,7,3,5,7
7320,3,5,1,7,3,7,10,1,7,3,10
7321,9,5,2,4,4,1,5,1,8,8,3
7322,10,2,1,1,7,9,6,1,3,9,4
7323,9,4,2,6,2,3,9,5,9,2,7
7324,8,2,2,10,9,8,7,1,10,9,10
7325,1,4,2,7,4,10,8,8,2,7,10
7326,9,2,2,5,7,2,2,8,4,2,3
7327,5,9,2,1,9,5,8,6,10,1,6
7328,3,6,6,8,10,6,8,6,2,8,4
7329,1,1,3,5,7,8,1,4,6,2,4
7330,10,7,10,4,10,5,10,8,10,7,7
7331,6,4,2,4,8,2,9,3,3,8,1
7332,4,6,9,3,1,9,9,2,8,8,9
7333,9,3,1,8,4,3,5,10,6,4,3
7334,3,5,1,6,4,3,3,2,2,3,3
7335,3,1,5,10,1,1,2,5,2,4,7
7336,10,9,10,4,10,7,1,3,10,2,9
7337,6,10,4,3,8,1,7,6,6,8,5
7338,10,5,6,5,3,4,5,4,9,4,8
7339,2,10,10,4,10,2,10,7,9,10,2
7340,3,6,6,10,5,1,7,8,4,4,3
7341,10,7,10,7,9,4,4,1,7,2,10
7342,10,9,10,7,10,10,4,4,4,2,4
7343,1,4,4,1,3,9,2,5,7,8,1
7344,2,1,10,8,5,3,5,1,4,2,5
7345,1,4,10,6,1,2,10,2,9,2,9
7346,10,4,6,6,9,5,2,10,7,7,1
7347,4,1,4,1,2,6,5,2,6,10,1
7348,1,9,6,3,9,3,2,5,7,5,8
7349,4,3,5,4,7,6,7,4,9,5,8
7350,9,10,4,6,8,6,4,5,6,5,10
7351,10,4,7,9,3,9,8,10,2,4,8
7352,1,8,3,4,5,7,8,4,3,2,8
7353,2,4,7,5,2,3,6,1,2,6,7
7354,5,6,7,7,9,9,10,8,1,2,10
7355,8,3,8,2,9,6,8,9,2,10,6
7356,5,2,4,5,3,3,9,4,3,5,4
7357,10,3,2,8,9,3,8,7,7,10,5
7358,4,7,7,7,7,10,4,10,5,6,6
7359,10,10,7,6,1,4,3,10,3,6,10
7360,2,3,10,1,4,4,4,2,5,2,9
7361,2,3,2,6,9,10,2,1,5,3,10
7362,7,8,9,8,5,8,8,6,1,10,1
7363,7,6,1,4,10,1,3,10,6,7,9
7364,9,4,2,5,5,8,6,4,10,5,7
7365,6,1,8,10,6,10,8,4,7,5,8
7366,9,7,5,7,4,2,2,3,1,6,3
7367,6,2,8,2,5,5,5,5,9,1,1
7368,3,5,9,4,9,1,3,7,8,7,4
7369,1,10,2,9,4,7,6,1,5,4,2
7370,2,4,4,4,7,3,2,4,6,6,6
7371,3,9,1,7,4,2,7,5,5,3,1
7372,2,5,8,8,6,10,2,6,6,4,1
7373,1,3,10,2,7,6,5,5,1,2,1
7374,3,9,5,3,6,7,10,8,9,3,10
7375,5,10,10,2,10,5,7,1,10,1,1
7376,1,10,8,8,7,5,5,2,2,4,1
7377,4,4,1,6,6,2,1,2,6,3,9
7378,2,7,2,3,9,2,9,2,7,8,8
7379,9,1,5,5,4,9,6,10,6,2,5
7380,1,9,7,6,6,5,7,2,2,2,8
7381,4,2,3,8,2,9,4,3,5,3,9
7382,6,9,6,2,5,5,7,4,1,3,10
7383,5,3,3,9,9,6,2,1,7,4,8
7384,10,4,2,2,7,4,8,10,2,4,2
7385,4,5,2,8,10,9,7,1,9,5,10
7386,8,9,5,10,7,8,5,10,9,9,2
7387,8,7,10,1,3,8,10,7,2,10,10
7388,10,7,4,6,1,8,10,2,5,8,5
7389,6,4,3,6,5,10,6,6,10,3,1
7390,1,3,2,1,10,4,7,2,6,9,4
7391,1,3,2,9,4,1,1,7,9,2,5
7392,1,5,7,7,7,8,1,9,8,2,8
7393,9,1,7,8,8,4,1,7,10,9,9
7394,6,2,8,1,6,4,5,5,3,4,6
7395,5,4,6,9,2,9,7,3,10,9,9
7396,2,8,2,10,3,1,6,6,10,5,4
7397,7,7,3,5,9,9,9,6,6,9,2
7398,1,5,7,5,5,7,5,5,3,7,2
7399,2,6,7,7,6,1,1,7,10,5,7
7400,8,10,7,2,9,9,10,1,4,3,6
7401,7,8,10,3,5,8,9,5,4,9,5
7402,1,4,2,2,7,5,9,2,2,3,8
7403,2,8,8,3,4,1,4,2,10,10,3
7404,7,8,6,5,4,8,2,5,10,3,10
7405,7,8,3,8,10,3,3,2,9,1,6
7406,4,10,5,8,8,2,6,5,8,8,1
7407,7,4,7,4,8,7,3,6,3,10,1
7408,5,8,3,2,3,4,10,4,5,6,6
7409,7,10,6,4,10,10,10,8,5,1,4
7410,9,8,1,9,7,2,2,2,7,4,1
7411,10,10,3,8,8,3,5,1,6,6,8
7412,10,2,5,5,3,3,3,4,7,10,9
7413,9,2,2,5,7,10,5,7,4,7,10
7414,4,4,6,4,3,1,5,10,3,5,10
7415,5,9,9,10,4,4,3,7,2,4,2
7416,2,2,4,8,8,5,3,8,2,8,9
7417,1,9,3,10,8,2,1,3,5,2,9
7418,4,9,3,10,5,8,6,9,8,8,3
7419,1,8,5,6,9,9,1,2,6,5,9
7420,5,8,10,10,9,8,9,5,1,2,5
7421,9,5,2,5,6,2,10,1,5,3,8
7422,6,10,3,3,7,4,6,2,8,7,1
7423,5,8,2,3,9,2,9,8,3,6,8
7424,6,8,5,1,10,3,10,7,7,6,4
7425,1,6,8,6,2,10,7,5,9,9,8
7426,5,2,1,1,3,9,8,2,7,4,3
7427,4,1,8,3,10,2,3,2,2,3,6
7428,2,8,3,10,7,1,8,3,8,8,10
7429,1,4,3,5,8,4,6,9,3,2,2
7430,8,4,1,10,2,6,10,6,4,2,1
7431,8,1,9,2,10,8,2,6,1,4,10
7432,5,7,5,6,4,6,6,7,4,1,4
7433,8,6,6,7,2,10,5,1,8,9,2
7434,6,2,8,6,2,3,5,7,3,2,5
7435,6,1,9,1,9,2,9,6,1,7,7
7436,7,5,2,5,10,5,2,7,8,5,10
7437,3,4,10,1,4,6,10,4,7,4,3
7438,7,1,10,6,8,5,2,4,10,10,2
7439,5,1,8,9,2,9,9,10,6,6,8
7440,9,2,10,4,8,5,3,7,6,8,6
7441,10,5,8,3,2,2,5,2,9,6,5
7442,10,10,2,2,6,2,5,2,4,7,5
7443,10,10,10,8,1,5,10,7,2,5,5
7444,10,7,6,7,2,5,7,5,10,7,1
7445,5,1,5,4,6,5,9,3,9,6,1
7446,2,8,6,8,2,8,6,9,1,2,8
7447,3,9,5,2,6,8,3,6,7,7,2
7448,6,5,2,4,4,5,8,10,1,9,6
7449,4,3,5,3,5,3,7,7,7,7,9
7450,5,9,9,4,6,4,2,4,6,2,1
7451,10,7,8,7,1,3,2,5,2,6,6
7452,6,4,1,6,3,3,4,3,8,6,10
7453,5,6,1,1,10,9,1,8,8,1,2
7454,1,2,3,2,5,4,2,5,3,7,9
7455,6,8,4,8,8,7,1,2,2,2,8
7456,9,8,5,7,1,8,1,2,2,7,7
7457,7,6,2,2,6,7,10,7,4,2,6
7458,6,6,2,1,8,2,5,6,8,9,2
7459,4,2,2,5,8,1,2,4,8,7,1
7460,8,9,4,6,8,4,6,9,4,5,10
7461,1,1,5,1,2,5,9,1,9,8,2
7462,1,1,7,1,10,10,4,5,4,7,10
7463,8,3,7,5,4,2,5,8,10,7,1
7464,2,7,7,8,10,4,10,5,1,1,1
7465,8,10,4,8,7,7,4,9,7,3,7
7466,8,9,5,1,4,1,9,6,7,6,6
7467,4,4,3,2,9,3,8,8,8,3,3
7468,10,9,9,9,5,8,2,9,2,9,8
7469,10,5,7,1,2,7,5,9,10,8,3
7470,4,6,3,5,6,4,10,3,6,3,6
7471,8,1,7,9,2,1,9,3,5,3,3
7472,9,10,4,4,9,7,6,7,2,8,4
7473,6,1,2,7,3,1,1,8,5,5,2
7474,10,5,2,5,9,8,9,6,3,7,8
7475,10,6,8,6,5,9,3,1,6,10,10
7476,7,4,9,8,1,1,4,9,8,7,10
7477,4,10,9,4,1,1,4,7,7,1,6
7478,9,3,9,8,6,8,4,6,10,5,4
7479,7,5,6,7,2,7,9,8,6,9,1
7480,8,8,1,4,3,1,7,1,4,10,10
7481,3,10,9,6,10,9,8,7,3,7,10
7482,3,6,2,4,2,10,5,9,1,9,9
7483,10,10,3,4,8,5,1,6,5,6,7
7484,9,3,2,2,4,3,1,2,10,9,5
7485,1,4,2,8,2,7,5,3,8,10,10
7486,9,2,9,4,8,9,7,4,7,6,7
7487,3,2,3,6,3,3,10,1,2,2,3
7488,6,7,1,8,6,7,7,5,6,3,2
7489,10,3,3,2,2,3,7,3,5,4,10
7490,4,9,10,5,1,10,2,10,4,6,4
7491,9,1,6,2,6,2,6,1,2,3,3
7492,1,8,5,8,7,4,10,7,10,4,3
7493,10,5,1,8,8,2,7,6,10,6,1
7494,4,2,5,9,2,7,9,7,6,2,4
7495,7,5,10,4,10,5,6,5,5,10,7
7496,2,9,1,7,6,4,2,9,6,6,5
7497,3,6,7,1,2,7,8,3,9,8,4
7498,10,8,6,4,4,4,5,4,6,10,1
7499,5,6,4,7,7,9,6,10,8,7,10
7500,5,6,10,1,1,1,10,1,7,9,5
7501,2,10,4,5,1,5,6,4,5,2,3
7502,1,7,3,2,8,9,2,5,1,4,3
7503,5,3,9,8,3,7,4,5,7,3,7
7504,6,2,4,10,1,5,3,9,7,1,10
7505,2,10,2,2,7,2,6,10,9,1,9
7506,9,7,8,3,8,3,6,6,7,5,8
7507,8,10,4,8,2,4,7,1,10,10,2
7508,2,10,2,3,2,1,7,2,10,7,9
7509,3,4,4,1,1,6,9,9,2,8,9
7510,10,8,10,8,8,1,10,4,4,6,8
7511,2,7,5,7,1,6,4,2,9,9,1
7512,5,7,9,7,7,1,1,3,6,5,8
7513,2,5,2,9,5,4,9,2,2,8,7
7514,2,9,6,8,3,5,3,4,3,1,1
7515,3,8,5,1,10,3,8,2,4,6,9
7516,3,4,8,10,6,8,9,3,9,6,7
7517,1,9,1,8,6,2,10,5,9,3,5
7518,4,4,3,4,8,7,1,9,6,4,1
7519,9,9,8,3,2,10,2,1,3,7,10
7520,9,1,6,9,9,4,2,8,2,2,10
7521,1,8,8,7,6,7,3,5,8,4,8
7522,5,3,5,3,7,10,1,5,5,5,4
7523,6,5,8,4,9,5,10,7,5,4,7
7524,4,1,4,1,2,1,5,4,8,2,2
7525,5,10,7,7,4,3,3,2,5,1,3
7526,6,8,8,5,10,3,3,7,10,5,10
7527,7,1,8,1,5,3,10,3,9,1,3
7528,1,10,8,7,4,9,1,5,5,8,8
7529,6,3,5,6,5,1,2,7,5,2,5
7530,4,10,6,4,1,9,1,5,5,4,3
7531,6,1,4,9,9,8,3,1,2,8,10
7532,10,5,5,10,2,2,4,6,10,8,2
7533,4,6,4,3,7,9,1,1,5,8,4
7534,4,10,4,8,10,8,9,2,3,5,7
7535,10,5,9,5,9,1,8,3,8,6,7
7536,10,5,6,10,6,9,3,2,10,7,8
7537,10,6,1,9,6,5,1,2,9,2,9
7538,10,4,10,10,7,1,3,6,5,1,9
7539,3,3,3,9,1,6,10,9,10,3,2
7540,6,7,4,1,3,5,1,8,7,1,4
7541,1,5,7,3,1,4,5,8,10,4,5
7542,2,8,1,3,9,5,7,8,5,10,10
7543,3,7,6,4,6,7,1,4,6,8,1
7544,4,5,4,2,7,5,5,6,7,2,3
7545,9,1,8,1,8,7,3,5,8,6,1
7546,2,1,3,9,3,8,7,8,8,2,3
7547,3,1,10,3,10,6,3,9,8,10,8
7548,9,9,3,2,10,4,7,2,4,3,4
7549,10,1,10,9,9,2,9,3,2,7,6
7550,1,8,3,9,4,3,8,7,1,10,3
7551,10,7,8,2,7,9,7,7,8,4,2
7552,7,6,10,8,1,6,3,5,2,10,3
7553,7,4,1,9,8,3,4,7,9,9,6
7554,2,4,8,5,5,4,7,3,1,7,5
7555,2,4,2,3,10,3,1,1,10,5,9
7556,9,9,3,1,3,8,6,5,1,2,6
7557,5,10,2,10,4,9,6,4,6,8,4
7558,9,4,7,5,3,4,6,3,9,10,6
7559,9,5,10,5,8,8,10,10,9,2,3
7560,6,7,6,5,9,2,3,10,1,2,1
7561,5,5,2,1,10,9,8,6,6,6,6
7562,9,2,7,3,8,6,5,1,7,9,3
7563,4,3,10,4,10,5,3,2,5,1,9
7564,6,4,10,1,6,8,5,10,2,2,6
7565,4,3,3,7,5,9,4,4,7,3,8
7566,9,8,6,7,1,7,4,2,5,2,3
7567,9,5,8,3,9,4,1,3,4,7,6
7568,6,5,2,7,5,8,6,1,6,4,10
7569,10,1,10,7,3,8,3,6,4,6,5
7570,3,10,4,5,2,6,6,6,3,3,3
7571,7,6,6,8,1,3,8,7,6,6,1
7572,6,6,9,10,6,10,9,5,8,8,4
7573,1,4,4,3,8,9,5,4,10,6,9
7574,7,3,6,2,5,1,7,5,9,1,3
7575,5,8,3,9,8,6,7,5,10,10,7
7576,1,8,5,9,3,6,8,1,5,2,8
7577,2,8,4,7,3,9,9,9,3,9,7
7578,4,1,6,2,5,9,2,3,6,4,3
7579,6,5,6,3,3,9,6,2,6,7,9
7580,7,9,4,8,5,10,1,1,7,2,6
7581,1,1,5,9,7,4,4,7,3,4,2
7582,8,2,4,8,8,5,9,10,6,8,5
7583,10,8,2,6,10,8,8,9,3,2,10
7584,4,2,9,5,1,6,8,8,1,10,3
7585,8,8,9,5,4,2,1,2,1,1,10
7586,8,5,10,5,5,1,7,4,6,7,6
7587,9,4,5,7,5,5,2,10,4,7,1
7588,6,3,10,1,8,9,3,9,6,2,5
7589,3,1,6,9,10,10,2,9,7,6,4
7590,8,10,7,9,3,8,5,7,10,9,10
7591,6,1,3,4,7,1,10,8,5,9,9
7592,3,1,6,10,8,3,3,9,3,9,4
7593,9,2,5,2,10,4,4,10,5,4,10
7594,9,10,9,10,7,5,2,9,10,10,10
7595,2,4,6,9,6,8,1,5,5,7,7
7596,10,8,1,8,4,5,2,8,7,3,3
7597,9,7,5,7,7,3,1,1,4,9,3
7598,3,4,1,8,2,6,5,10,2,9,6
7599,3,10,6,1,4,10,7,3,7,6,2
7600,6,9,3,4,8,7,1,4,9,8,1
7601,5,4,4,2,5,3,9,7,9,2,9
7602,2,6,9,2,2,3,5,3,10,3,8
7603,2,8,4,10,9,7,7,5,8,6,1
7604,8,9,4,6,7,10,4,7,1,9,3
7605,3,4,3,4,6,8,7,4,1,10,6
7606,1,2,9,4,9,5,6,9,2,10,7
7607,7,8,6,6,7,10,4,10,9,8,8
7608,5,5,7,8,5,4,8,8,8,6,10
7609,8,1,6,5,8,1,10,6,7,7,3
7610,2,4,2,7,1,4,1,10,10,7,10
7611,1,3,4,4,6,3,4,9,6,2,4
7612,2,3,4,5,5,9,2,1,1,10,2
7613,10,10,3,4,7,5,5,2,4,10,7
7614,1,2,1,3,5,6,2,2,7,1,2
7615,2,1,8,4,6,3,10,9,4,1,2
7616,7,7,10,6,2,2,9,5,10,8,10
7617,2,10,9,6,10,3,10,10,9,6,8
7618,5,8,8,7,5,9,3,5,9,6,7
7619,3,8,8,7,8,4,9,6,2,5,8
7620,1,5,4,4,4,6,1,8,9,1,10
7621,4,10,4,6,1,10,4,7,6,6,5
7622,1,5,2,4,10,2,5,8,2,1,5
7623,4,10,3,5,8,10,5,7,5,1,5
7624,8,7,10,6,4,7,9,6,6,6,4
7625,6,5,10,7,10,6,6,8,1,9,9
7626,2,9,1,2,1,2,6,3,5,10,2
7627,2,8,6,7,1,5,7,8,4,4,7
7628,6,8,1,10,1,7,6,8,2,9,4
7629,5,7,1,1,4,5,10,9,3,10,3
7630,5,8,4,9,8,9,10,4,9,1,9
7631,1,9,6,2,3,2,6,3,5,6,3
7632,5,5,9,7,5,4,3,1,1,1,8
7633,6,4,4,3,1,10,9,10,10,10,7
7634,2,5,5,9,5,6,9,9,10,2,2
7635,10,3,1,5,9,7,6,5,5,1,5
7636,1,4,5,5,5,3,2,3,9,2,5
7637,10,2,8,6,3,7,10,3,4,4,1
7638,4,7,1,6,3,2,1,8,10,6,1
7639,3,10,8,4,4,6,8,7,2,2,10
7640,3,2,6,9,2,7,6,10,4,4,5
7641,5,3,8,3,7,1,6,2,1,4,2
7642,5,3,9,6,9,3,9,1,9,8,2
7643,9,2,5,7,6,5,1,5,7,7,2
7644,9,7,9,1,7,4,5,1,7,4,1
7645,1,10,2,10,9,10,2,3,10,7,8
7646,7,10,2,9,6,2,8,7,6,5,8
7647,6,8,9,4,8,9,6,7,3,9,10
7648,9,10,4,1,5,6,5,10,8,10,7
7649,8,10,4,5,6,8,4,5,9,9,6
7650,6,2,2,1,3,9,1,3,2,5,2
7651,10,6,8,1,6,5,2,10,6,3,7
7652,9,9,10,5,2,5,8,2,6,10,9
7653,8,9,10,7,4,10,2,8,5,9,2
7654,2,2,8,10,5,3,8,5,2,6,2
7655,3,5,10,7,6,2,6,5,6,10,5
7656,7,7,1,2,9,5,2,9,5,9,3
7657,3,9,3,1,1,8,5,8,8,6,9
7658,2,8,6,3,1,8,7,8,8,5,6
7659,2,1,5,1,5,2,10,5,5,4,5
7660,7,4,8,10,5,7,1,6,3,9,6
7661,7,1,6,10,9,3,8,8,1,8,5
7662,3,1,2,9,10,8,5,5,9,5,5
7663,4,7,6,8,7,8,7,7,2,4,3
7664,8,10,1,2,6,8,2,1,1,4,2
7665,2,8,10,1,2,1,3,9,9,10,6
7666,6,4,3,4,7,7,7,3,3,3,10
7667,8,5,8,4,10,2,1,10,10,6,2
7668,3,4,9,10,2,8,4,6,8,2,8
7669,3,10,3,4,5,3,10,10,8,1,5
7670,8,10,3,1,10,9,4,1,9,5,4
7671,8,6,1,5,2,9,5,9,4,4,8
7672,1,7,6,4,8,4,3,6,1,8,9
7673,2,5,10,2,3,7,1,7,1,8,7
7674,7,3,2,10,7,2,5,1,4,8,7
7675,6,8,9,10,10,9,8,10,6,8,8
7676,3,6,6,2,7,7,3,8,10,7,4
7677,8,6,2,3,8,8,2,8,6,9,2
7678,7,3,9,8,9,10,6,4,10,10,4
7679,1,7,1,1,8,9,2,7,6,9,6
7680,10,6,7,3,7,8,9,7,9,4,10
7681,3,5,2,9,5,8,6,6,4,8,4
7682,10,10,7,5,4,4,4,3,2,8,10
7683,10,3,2,9,8,2,4,3,9,8,9
7684,3,6,8,5,6,4,3,10,7,2,4
7685,1,3,8,10,7,2,10,7,5,3,8
7686,3,7,10,4,3,5,4,8,1,9,7
7687,3,7,4,3,4,7,4,3,9,3,8
7688,9,2,7,4,4,8,9,10,4,1,6
7689,2,4,3,1,7,6,8,8,10,4,5
7690,3,3,9,2,1,3,8,2,1,9,3
7691,8,10,1,6,10,6,5,2,10,8,3
7692,3,8,7,2,5,10,4,4,6,2,2
7693,3,3,10,6,10,6,2,10,9,3,8
7694,9,8,3,8,1,1,8,1,2,5,10
7695,7,3,6,10,5,3,7,9,9,5,4
7696,5,1,6,2,7,5,5,10,2,8,9
7697,6,2,5,6,6,3,7,3,2,4,1
7698,2,1,8,3,5,4,1,9,3,4,1
7699,5,8,7,10,5,10,1,6,5,2,5
7700,2,10,2,6,6,4,7,1,1,8,3
7701,6,6,1,4,2,3,2,4,8,8,2
7702,3,10,3,10,1,5,8,5,1,10,7
7703,5,3,4,2,1,2,7,1,1,9,5
7704,8,4,1,8,7,5,3,10,10,3,9
7705,10,2,1,2,1,6,9,1,10,7,3
7706,10,6,5,5,2,3,1,1,2,4,3
7707,9,9,9,5,7,1,3,4,1,4,2
7708,9,6,4,3,6,1,6,1,8,6,7
7709,8,9,6,9,1,5,7,1,8,1,5
7710,1,7,5,3,9,5,5,9,3,9,9
7711,9,3,2,10,8,10,5,10,6,8,9
7712,10,9,1,4,4,4,5,3,6,7,6
7713,8,9,10,1,8,7,7,2,1,3,2
7714,3,8,7,7,4,1,6,2,5,2,9
7715,8,2,6,2,7,9,10,4,10,5,1
7716,4,3,10,9,9,4,1,3,1,2,4
7717,2,7,8,2,3,1,10,2,3,7,5
7718,8,1,8,5,10,8,10,4,3,2,9
7719,10,3,4,5,1,2,3,5,9,5,8
7720,4,6,8,7,6,3,9,2,9,3,4
7721,4,4,9,7,6,2,1,3,8,5,7
7722,1,3,9,7,10,7,5,4,7,9,10
7723,4,4,3,8,9,1,6,6,7,8,5
7724,7,1,8,6,7,8,8,3,8,3,5
7725,8,10,5,2,9,2,8,6,8,3,2
7726,8,5,8,9,10,6,4,8,8,10,1
7727,10,10,7,3,7,4,5,10,1,10,7
7728,5,6,10,9,10,7,4,5,1,10,6
7729,1,3,2,8,2,5,2,6,7,5,9
7730,4,7,9,2,5,2,5,6,5,5,5
7731,9,5,4,4,4,2,6,2,1,8,8
7732,5,4,2,1,4,9,10,8,2,3,8
7733,2,9,3,7,6,7,3,6,10,9,1
7734,3,7,7,3,4,10,7,9,4,2,3
7735,5,10,10,10,7,1,2,10,10,8,7
7736,7,10,9,2,7,8,5,2,9,6,9
7737,5,7,1,6,8,6,7,6,8,9,10
7738,4,2,4,7,2,5,7,3,5,6,4
7739,9,9,1,6,2,10,7,7,3,2,6
7740,1,3,7,8,7,9,5,8,4,6,4
7741,5,9,4,7,10,1,4,7,8,3,6
7742,4,8,3,2,6,4,8,1,1,6,7
7743,1,3,10,7,7,10,5,2,8,8,7
7744,9,1,7,6,6,2,4,9,6,3,1
7745,1,3,10,5,3,1,6,2,3,6,1
7746,3,5,7,1,2,1,7,4,1,10,7
7747,4,10,6,2,6,7,10,8,8,6,8
7748,8,2,10,7,6,3,7,4,5,6,10
7749,10,10,1,6,1,5,3,4,10,1,5
7750,7,2,10,3,2,6,2,3,7,6,2
7751,1,1,10,4,5,1,8,6,5,4,4
7752,8,4,10,10,5,6,3,8,8,3,7
7753,7,8,1,1,3,1,3,7,8,1,9
7754,6,8,7,9,4,4,1,5,9,10,10
7755,9,5,2,7,4,2,3,7,3,5,1
7756,9,2,3,6,5,8,2,7,7,5,3
7757,6,4,10,5,1,8,7,1,6,5,8
7758,2,9,10,7,4,9,9,6,9,7,8
7759,8,10,5,6,2,10,2,7,2,5,9
7760,3,1,7,1,1,7,2,3,10,2,3
7761,1,7,7,1,9,3,4,4,8,8,1
7762,4,9,5,1,7,6,3,4,8,9,8
7763,6,4,8,7,3,9,9,7,10,2,3
7764,1,6,5,7,1,5,8,2,6,2,6
7765,1,8,2,2,6,4,3,9,5,9,6
7766,7,6,3,7,3,6,6,8,7,5,9
7767,3,10,7,3,2,4,6,8,8,4,5
7768,5,2,5,10,1,1,4,10,7,4,6
7769,4,7,1,8,10,4,10,10,7,1,7
7770,4,3,4,10,7,7,7,1,3,1,9
7771,4,8,9,4,4,3,2,8,7,4,8
7772,8,4,2,8,7,2,5,8,5,7,3
7773,1,9,9,3,8,7,2,9,8,7,3
7774,1,3,4,6,1,1,10,8,5,3,8
7775,6,2,3,7,3,7,6,7,6,6,10
7776,7,1,8,4,6,3,5,7,9,3,7
7777,3,9,6,3,9,9,1,1,5,8,3
7778,1,3,9,8,1,9,9,9,2,6,1
7779,10,10,1,9,1,2,2,2,5,6,1
7780,2,7,7,9,7,3,1,6,10,5,6
7781,1,3,1,7,1,6,5,2,4,1,10
7782,4,1,9,8,9,1,1,6,8,8,1
7783,3,2,4,7,10,8,6,2,5,8,4
7784,9,6,1,6,9,6,9,9,10,7,6
7785,4,1,1,8,8,5,1,1,7,9,7
7786,2,6,6,10,7,3,7,1,6,8,2
7787,2,6,8,8,10,1,9,9,4,5,8
7788,1,6,4,6,3,9,8,2,3,8,1
7789,9,8,9,5,1,6,3,4,7,5,1
7790,3,2,5,9,2,1,10,1,10,9,7
7791,5,3,9,6,3,8,3,9,5,5,8
7792,6,3,7,3,10,1,3,8,3,8,5
7793,2,7,9,5,6,8,1,5,6,9,3
7794,1,4,8,6,3,2,8,6,2,2,10
7795,4,1,3,3,4,2,1,3,2,4,9
7796,8,5,3,6,7,1,2,3,7,2,9
7797,10,4,6,7,10,8,5,8,5,2,2
7798,2,10,9,10,1,5,10,4,8,10,1
7799,8,8,5,6,10,9,8,1,3,10,9
7800,8,10,1,2,3,8,10,7,5,2,6
7801,5,8,7,1,10,8,4,3,2,8,6
7802,1,5,1,8,10,7,10,8,7,2,10
7803,2,10,9,7,2,10,5,1,7,8,5
7804,9,7,9,7,2,5,2,4,9,2,8
7805,9,7,7,6,9,10,3,2,6,3,4
7806,6,5,8,5,5,7,5,6,7,1,8
7807,9,3,5,9,10,3,1,9,8,7,4
7808,4,10,2,9,6,6,1,10,8,8,9
7809,5,3,9,10,1,3,10,4,4,1,6
7810,7,5,2,3,6,4,4,5,1,10,6
7811,7,10,5,6,3,3,9,2,6,10,5
7812,4,8,7,9,2,3,3,2,8,7,1
7813,7,6,4,8,4,8,6,9,2,3,8
7814,6,5,9,9,9,7,5,5,4,9,9
7815,4,8,5,10,10,10,8,6,9,10,2
7816,5,2,6,5,5,1,5,1,8,8,9
7817,10,8,4,8,8,10,10,7,5,1,9
7818,3,10,3,5,9,4,2,1,9,8,1
7819,7,8,3,8,5,9,5,1,7,7,4
7820,6,9,10,2,9,9,2,7,9,8,3
7821,2,6,1,10,3,7,8,9,2,3,1
7822,5,3,1,9,7,5,7,6,5,8,6
7823,10,8,9,7,3,9,9,10,7,2,10
7824,10,2,2,4,8,7,9,6,9,5,5
7825,3,5,10,5,4,4,2,10,1,1,2
7826,9,5,3,2,3,2,4,10,9,1,4
7827,3,1,8,9,4,10,1,3,10,7,7
7828,6,6,5,5,2,6,1,5,9,4,1
7829,10,1,5,6,8,10,6,4,9,8,9
7830,5,3,3,7,8,8,7,4,10,6,5
7831,3,7,6,8,8,7,3,1,9,5,4
7832,10,7,5,3,6,2,7,6,10,1,3
7833,3,8,9,8,3,5,1,5,4,3,7
7834,3,5,4,6,2,6,10,3,10,9,6
7835,5,4,5,9,10,8,6,8,6,9,1
7836,10,5,10,1,4,2,3,2,6,6,6
7837,10,2,1,2,6,4,10,4,1,7,2
7838,9,3,3,4,4,5,5,6,8,1,5
7839,8,6,4,6,7,3,10,4,9,8,7
7840,2,5,9,8,10,2,3,7,7,5,2
7841,9,6,8,3,9,10,5,9,10,6,7
7842,10,6,7,6,6,4,1,1,9,9,8
7843,4,2,10,9,8,2,10,7,1,8,10
7844,1,3,6,4,5,5,10,6,8,8,1
7845,7,2,6,7,1,9,3,6,4,6,10
7846,5,3,5,4,2,1,10,8,3,8,7
7847,1,6,7,4,5,3,3,7,1,10,10
7848,8,7,3,4,2,9,9,9,10,1,1
7849,6,7,8,6,10,3,8,3,6,1,3
7850,8,4,5,10,5,1,7,9,3,9,6
7851,4,6,2,4,2,4,7,10,1,3,6
7852,10,1,2,9,9,10,3,6,4,2,3
7853,5,8,7,5,2,9,8,10,10,10,10
7854,10,2,7,9,6,9,7,6,2,5,8
7855,1,2,4,7,3,5,9,3,9,8,9
7856,3,5,7,8,1,2,9,2,8,8,10
7857,9,1,8,10,6,4,3,7,6,10,4
7858,5,4,8,3,2,2,7,6,6,7,9
7859,6,5,6,10,7,10,7,5,7,5,8
7860,9,8,5,7,6,4,8,2,8,10,8
7861,1,9,7,1,4,8,5,3,5,4,2
